Route_ID,State,Zone_ID,Route_Source,Patrol_Type,Risk_Level,Hotspot_Score,Crime_Count,Patrol_Date,Patrol_Shift,Start_Hour,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Total_Checkpoints,Route_Checkpoints,Distance_KM,Estimated_Duration_Minutes,Assigned_Officers,Vehicle_Type,Route_Status
ROUTE001603,Kerala,Zone_54,Historical,High-Risk Patrol,HIGH,67.28,109,2027-04-21,Evening,12,8.513906,76.931769,8.535414,76.913119,8,"[{""checkpoint"": 1, ""latitude"": 8.513906, ""longitude"": 76.931769}, {""checkpoint"": 2, ""latitude"": 8.503457, ""longitude"": 76.927153}, {""checkpoint"": 3, ""latitude"": 8.507332, ""longitude"": 76.917495}, {""checkpoint"": 4, ""latitude"": 8.496143, ""longitude"": 76.911749}, {""checkpoint"": 5, ""latitude"": 8.508339, ""longitude"": 76.917683}, {""checkpoint"": 6, ""latitude"": 8.52182, ""longitude"": 76.905483}, {""checkpoint"": 7, ""latitude"": 8.536019, ""longitude"": 76.91077}, {""checkpoint"": 8, ""latitude"": 8.535414, ""longitude"": 76.913119}]",5.13,14,4,Police Jeep,In Progress
ROUTE001604,Kerala,Zone_55,Historical,Preventive Patrol,MEDIUM,47.86,95,2027-07-22,Evening,12,8.503784,76.953436,8.485471,76.958767,8,"[{""checkpoint"": 1, ""latitude"": 8.503784, ""longitude"": 76.953436}, {""checkpoint"": 2, ""latitude"": 8.503822, ""longitude"": 76.946035}, {""checkpoint"": 3, ""latitude"": 8.516007, ""longitude"": 76.942207}, {""checkpoint"": 4, ""latitude"": 8.5078, ""longitude"": 76.947904}, {""checkpoint"": 5, ""latitude"": 8.497946, ""longitude"": 76.949767}, {""checkpoint"": 6, ""latitude"": 8.485766, ""longitude"": 76.956847}, {""checkpoint"": 7, ""latitude"": 8.471618, ""longitude"": 76.968204}, {""checkpoint"": 8, ""latitude"": 8.485471, ""longitude"": 76.958767}]",10.97,23,3,Police Motorcycle,Cancelled
ROUTE001605,Kerala,Zone_8,AI Predicted,Routine Patrol,MEDIUM,41.79,91,2026-11-30,Morning,8,8.528935,76.951413,8.501665,76.953063,5,"[{""checkpoint"": 1, ""latitude"": 8.528935, ""longitude"": 76.951413}, {""checkpoint"": 2, ""latitude"": 8.520153, ""longitude"": 76.963784}, {""checkpoint"": 3, ""latitude"": 8.524185, ""longitude"": 76.970662}, {""checkpoint"": 4, ""latitude"": 8.512942, ""longitude"": 76.958879}, {""checkpoint"": 5, ""latitude"": 8.501665, ""longitude"": 76.953063}]",18.61,56,2,Police Motorcycle,Completed
ROUTE001606,Kerala,Zone_21,Historical,Preventive Patrol,MEDIUM,25.58,80,2026-11-14,Night,20,8.529445,76.932857,8.499197,76.947997,8,"[{""checkpoint"": 1, ""latitude"": 8.529445, ""longitude"": 76.932857}, {""checkpoint"": 2, ""latitude"": 8.519921, ""longitude"": 76.918261}, {""checkpoint"": 3, ""latitude"": 8.51796, ""longitude"": 76.92063}, {""checkpoint"": 4, ""latitude"": 8.518999, ""longitude"": 76.930972}, {""checkpoint"": 5, ""latitude"": 8.520904, ""longitude"": 76.940127}, {""checkpoint"": 6, ""latitude"": 8.511381, ""longitude"": 76.933652}, {""checkpoint"": 7, ""latitude"": 8.510515, ""longitude"": 76.946668}, {""checkpoint"": 8, ""latitude"": 8.499197, ""longitude"": 76.947997}]",15.62,26,4,Police Motorcycle,Completed
ROUTE001607,Kerala,Zone_37,AI Predicted,Preventive Patrol,MEDIUM,35.86,84,2026-12-08,Night,0,8.530891,76.947299,8.517958,76.949422,4,"[{""checkpoint"": 1, ""latitude"": 8.530891, ""longitude"": 76.947299}, {""checkpoint"": 2, ""latitude"": 8.542515, ""longitude"": 76.936671}, {""checkpoint"": 3, ""latitude"": 8.532416, ""longitude"": 76.942273}, {""checkpoint"": 4, ""latitude"": 8.517958, ""longitude"": 76.949422}]",10.43,21,4,Police Car,Cancelled
ROUTE001608,Kerala,Zone_41,AI Predicted,Crime Prevention Patrol,HIGH,67.8,109,2026-10-18,Night,22,8.520216,76.919396,8.520495,76.909555,4,"[{""checkpoint"": 1, ""latitude"": 8.520216, ""longitude"": 76.919396}, {""checkpoint"": 2, ""latitude"": 8.526166, ""longitude"": 76.909523}, {""checkpoint"": 3, ""latitude"": 8.514452, ""longitude"": 76.9118}, {""checkpoint"": 4, ""latitude"": 8.520495, ""longitude"": 76.909555}]",10.68,25,6,Police Jeep,Scheduled
ROUTE001609,Kerala,Zone_53,AI Predicted,Crime Prevention Patrol,HIGH,59.52,103,2026-12-08,Night,22,8.527354,76.97515,8.53076,77.000424,8,"[{""checkpoint"": 1, ""latitude"": 8.527354, ""longitude"": 76.97515}, {""checkpoint"": 2, ""latitude"": 8.524085, ""longitude"": 76.975822}, {""checkpoint"": 3, ""latitude"": 8.525181, ""longitude"": 76.977025}, {""checkpoint"": 4, ""latitude"": 8.518759, ""longitude"": 76.983535}, {""checkpoint"": 5, ""latitude"": 8.53084, ""longitude"": 76.99589}, {""checkpoint"": 6, ""latitude"": 8.531337, ""longitude"": 76.999676}, {""checkpoint"": 7, ""latitude"": 8.545618, ""longitude"": 76.986634}, {""checkpoint"": 8, ""latitude"": 8.53076, ""longitude"": 77.000424}]",11.89,16,5,Police Jeep,Cancelled
ROUTE001610,Kerala,Zone_14,Historical,Crime Prevention Patrol,HIGH,52.38,98,2026-09-26,Night,22,8.552596,76.925012,8.565616,76.889046,7,"[{""checkpoint"": 1, ""latitude"": 8.552596, ""longitude"": 76.925012}, {""checkpoint"": 2, ""latitude"": 8.548859, ""longitude"": 76.913489}, {""checkpoint"": 3, ""latitude"": 8.546037, ""longitude"": 76.925642}, {""checkpoint"": 4, ""latitude"": 8.53928, ""longitude"": 76.912774}, {""checkpoint"": 5, ""latitude"": 8.552166, ""longitude"": 76.899155}, {""checkpoint"": 6, ""latitude"": 8.56294, ""longitude"": 76.900351}, {""checkpoint"": 7, ""latitude"": 8.565616, ""longitude"": 76.889046}]",5.97,9,5,Police SUV,Scheduled
ROUTE001611,Kerala,Zone_2,AI Predicted,Crime Prevention Patrol,HIGH,63.92,106,2027-04-22,Night,20,8.514405,76.928901,8.503207,76.916973,5,"[{""checkpoint"": 1, ""latitude"": 8.514405, ""longitude"": 76.928901}, {""checkpoint"": 2, ""latitude"": 8.507336, ""longitude"": 76.926093}, {""checkpoint"": 3, ""latitude"": 8.492578, ""longitude"": 76.913969}, {""checkpoint"": 4, ""latitude"": 8.495291, ""longitude"": 76.922874}, {""checkpoint"": 5, ""latitude"": 8.503207, ""longitude"": 76.916973}]",11.53,31,6,Police SUV,In Progress
ROUTE001612,Kerala,Zone_9,AI Predicted,Preventive Patrol,MEDIUM,45.43,93,2027-01-13,Morning,6,8.531961,76.918877,8.541723,76.930775,8,"[{""checkpoint"": 1, ""latitude"": 8.531961, ""longitude"": 76.918877}, {""checkpoint"": 2, ""latitude"": 8.539763, ""longitude"": 76.906261}, {""checkpoint"": 3, ""latitude"": 8.529858, ""longitude"": 76.90052}, {""checkpoint"": 4, ""latitude"": 8.541173, ""longitude"": 76.915439}, {""checkpoint"": 5, ""latitude"": 8.526434, ""longitude"": 76.926778}, {""checkpoint"": 6, ""latitude"": 8.522062, ""longitude"": 76.933987}, {""checkpoint"": 7, ""latitude"": 8.536201, ""longitude"": 76.944703}, {""checkpoint"": 8, ""latitude"": 8.541723, ""longitude"": 76.930775}]",12.57,17,4,Police Motorcycle,Completed
ROUTE001613,Kerala,Zone_23,AI Predicted,Routine Patrol,MEDIUM,49.24,95,2026-09-14,Evening,12,8.486976,76.92687,8.508277,76.900738,5,"[{""checkpoint"": 1, ""latitude"": 8.486976, ""longitude"": 76.92687}, {""checkpoint"": 2, ""latitude"": 8.495421, ""longitude"": 76.917895}, {""checkpoint"": 3, ""latitude"": 8.505593, ""longitude"": 76.911257}, {""checkpoint"": 4, ""latitude"": 8.512805, ""longitude"": 76.903493}, {""checkpoint"": 5, ""latitude"": 8.508277, ""longitude"": 76.900738}]",14.68,42,3,Police Car,In Progress
ROUTE001614,Kerala,Zone_16,AI Predicted,High-Risk Patrol,HIGH,51.91,98,2027-01-09,Night,22,8.504235,76.946254,8.509839,76.949665,5,"[{""checkpoint"": 1, ""latitude"": 8.504235, ""longitude"": 76.946254}, {""checkpoint"": 2, ""latitude"": 8.50059, ""longitude"": 76.941326}, {""checkpoint"": 3, ""latitude"": 8.514136, ""longitude"": 76.93765}, {""checkpoint"": 4, ""latitude"": 8.520807, ""longitude"": 76.940977}, {""checkpoint"": 5, ""latitude"": 8.509839, ""longitude"": 76.949665}]",22.66,44,4,Police SUV,Scheduled
ROUTE001615,Kerala,Zone_12,Historical,Crime Prevention Patrol,HIGH,56.61,101,2026-09-23,Morning,8,8.530205,76.95046,8.522108,76.985801,4,"[{""checkpoint"": 1, ""latitude"": 8.530205, ""longitude"": 76.95046}, {""checkpoint"": 2, ""latitude"": 8.524336, ""longitude"": 76.962059}, {""checkpoint"": 3, ""latitude"": 8.525503, ""longitude"": 76.975844}, {""checkpoint"": 4, ""latitude"": 8.522108, ""longitude"": 76.985801}]",14.14,27,5,Police Jeep,Scheduled
ROUTE001616,Kerala,Zone_6,Historical,Routine Patrol,MEDIUM,27.93,81,2026-10-14,Night,20,8.548348,76.969177,8.545137,76.967752,5,"[{""checkpoint"": 1, ""latitude"": 8.548348, ""longitude"": 76.969177}, {""checkpoint"": 2, ""latitude"": 8.543972, ""longitude"": 76.970826}, {""checkpoint"": 3, ""latitude"": 8.556525, ""longitude"": 76.97393}, {""checkpoint"": 4, ""latitude"": 8.552789, ""longitude"": 76.979064}, {""checkpoint"": 5, ""latitude"": 8.545137, ""longitude"": 76.967752}]",18.08,45,4,Police Car,In Progress
ROUTE001617,Kerala,Zone_40,AI Predicted,Routine Patrol,MEDIUM,40.89,90,2026-10-17,Evening,16,8.487596,76.926057,8.499889,76.933432,8,"[{""checkpoint"": 1, ""latitude"": 8.487596, ""longitude"": 76.926057}, {""checkpoint"": 2, ""latitude"": 8.492798, ""longitude"": 76.926998}, {""checkpoint"": 3, ""latitude"": 8.491811, ""longitude"": 76.929837}, {""checkpoint"": 4, ""latitude"": 8.495151, ""longitude"": 76.925942}, {""checkpoint"": 5, ""latitude"": 8.494359, ""longitude"": 76.936732}, {""checkpoint"": 6, ""latitude"": 8.486712, ""longitude"": 76.928909}, {""checkpoint"": 7, ""latitude"": 8.492668, ""longitude"": 76.923035}, {""checkpoint"": 8, ""latitude"": 8.499889, ""longitude"": 76.933432}]",6.44,12,3,Police Car,Completed
ROUTE001618,Kerala,Zone_3,Historical,Crime Prevention Patrol,HIGH,58.11,102,2027-07-05,Night,0,8.486606,76.948604,8.467754,76.965745,6,"[{""checkpoint"": 1, ""latitude"": 8.486606, ""longitude"": 76.948604}, {""checkpoint"": 2, ""latitude"": 8.475522, ""longitude"": 76.93963}, {""checkpoint"": 3, ""latitude"": 8.473843, ""longitude"": 76.944454}, {""checkpoint"": 4, ""latitude"": 8.465916, ""longitude"": 76.953727}, {""checkpoint"": 5, ""latitude"": 8.455235, ""longitude"": 76.952428}, {""checkpoint"": 6, ""latitude"": 8.467754, ""longitude"": 76.965745}]",6.24,17,5,Police SUV,In Progress
ROUTE001619,Kerala,Zone_18,AI Predicted,High-Risk Patrol,HIGH,57.1,102,2027-01-31,Night,0,8.534068,76.937074,8.507554,76.976078,8,"[{""checkpoint"": 1, ""latitude"": 8.534068, ""longitude"": 76.937074}, {""checkpoint"": 2, ""latitude"": 8.524527, ""longitude"": 76.941865}, {""checkpoint"": 3, ""latitude"": 8.527454, ""longitude"": 76.946812}, {""checkpoint"": 4, ""latitude"": 8.525734, ""longitude"": 76.957016}, {""checkpoint"": 5, ""latitude"": 8.534785, ""longitude"": 76.949232}, {""checkpoint"": 6, ""latitude"": 8.532147, ""longitude"": 76.960492}, {""checkpoint"": 7, ""latitude"": 8.51992, ""longitude"": 76.962896}, {""checkpoint"": 8, ""latitude"": 8.507554, ""longitude"": 76.976078}]",15.71,27,4,Police SUV,Scheduled
ROUTE001620,Kerala,Zone_17,Historical,High-Risk Patrol,HIGH,57.45,101,2027-02-28,Night,0,8.530468,76.963998,8.517415,76.950516,4,"[{""checkpoint"": 1, ""latitude"": 8.530468, ""longitude"": 76.963998}, {""checkpoint"": 2, ""latitude"": 8.518093, ""longitude"": 76.952792}, {""checkpoint"": 3, ""latitude"": 8.518715, ""longitude"": 76.951034}, {""checkpoint"": 4, ""latitude"": 8.517415, ""longitude"": 76.950516}]",23.79,33,6,Police SUV,Cancelled
ROUTE001621,Kerala,Zone_31,Historical,Crime Prevention Patrol,HIGH,63.83,106,2026-12-30,Night,22,8.494941,76.923697,8.481232,76.917088,4,"[{""checkpoint"": 1, ""latitude"": 8.494941, ""longitude"": 76.923697}, {""checkpoint"": 2, ""latitude"": 8.482891, ""longitude"": 76.927856}, {""checkpoint"": 3, ""latitude"": 8.482551, ""longitude"": 76.923104}, {""checkpoint"": 4, ""latitude"": 8.481232, ""longitude"": 76.917088}]",11.29,20,4,Police SUV,Scheduled
ROUTE001622,Kerala,Zone_51,AI Predicted,Preventive Patrol,MEDIUM,47.56,95,2027-01-23,Evening,16,8.542341,76.933452,8.531967,76.939901,8,"[{""checkpoint"": 1, ""latitude"": 8.542341, ""longitude"": 76.933452}, {""checkpoint"": 2, ""latitude"": 8.529403, ""longitude"": 76.934701}, {""checkpoint"": 3, ""latitude"": 8.518539, ""longitude"": 76.944694}, {""checkpoint"": 4, ""latitude"": 8.527992, ""longitude"": 76.931995}, {""checkpoint"": 5, ""latitude"": 8.528295, ""longitude"": 76.930998}, {""checkpoint"": 6, ""latitude"": 8.523092, ""longitude"": 76.9438}, {""checkpoint"": 7, ""latitude"": 8.528563, ""longitude"": 76.940633}, {""checkpoint"": 8, ""latitude"": 8.531967, ""longitude"": 76.939901}]",11.23,15,4,Police Car,Cancelled
ROUTE001623,Kerala,Zone_17,AI Predicted,High-Risk Patrol,HIGH,57.45,101,2027-03-31,Night,20,8.519463,76.95727,8.510598,76.911927,7,"[{""checkpoint"": 1, ""latitude"": 8.519463, ""longitude"": 76.95727}, {""checkpoint"": 2, ""latitude"": 8.509217, ""longitude"": 76.945772}, {""checkpoint"": 3, ""latitude"": 8.509619, ""longitude"": 76.937895}, {""checkpoint"": 4, ""latitude"": 8.518047, ""longitude"": 76.93586}, {""checkpoint"": 5, ""latitude"": 8.523629, ""longitude"": 76.92472}, {""checkpoint"": 6, ""latitude"": 8.519753, ""longitude"": 76.909732}, {""checkpoint"": 7, ""latitude"": 8.510598, ""longitude"": 76.911927}]",12.47,25,4,Police Jeep,Cancelled
ROUTE001624,Kerala,Zone_12,Historical,High-Risk Patrol,HIGH,56.61,101,2026-09-09,Night,2,8.518479,76.924608,8.519881,76.933443,7,"[{""checkpoint"": 1, ""latitude"": 8.518479, ""longitude"": 76.924608}, {""checkpoint"": 2, ""latitude"": 8.532895, ""longitude"": 76.92068}, {""checkpoint"": 3, ""latitude"": 8.545071, ""longitude"": 76.91912}, {""checkpoint"": 4, ""latitude"": 8.542548, ""longitude"": 76.915957}, {""checkpoint"": 5, ""latitude"": 8.531921, ""longitude"": 76.925918}, {""checkpoint"": 6, ""latitude"": 8.517561, ""longitude"": 76.922153}, {""checkpoint"": 7, ""latitude"": 8.519881, ""longitude"": 76.933443}]",19.91,30,4,Police SUV,Cancelled
ROUTE001625,Kerala,Zone_53,AI Predicted,Crime Prevention Patrol,HIGH,59.52,103,2027-07-25,Evening,16,8.534201,76.96206,8.554994,76.978873,6,"[{""checkpoint"": 1, ""latitude"": 8.534201, ""longitude"": 76.96206}, {""checkpoint"": 2, ""latitude"": 8.544566, ""longitude"": 76.974587}, {""checkpoint"": 3, ""latitude"": 8.552783, ""longitude"": 76.976139}, {""checkpoint"": 4, ""latitude"": 8.562321, ""longitude"": 76.976888}, {""checkpoint"": 5, ""latitude"": 8.548017, ""longitude"": 76.989185}, {""checkpoint"": 6, ""latitude"": 8.554994, ""longitude"": 76.978873}]",5.66,12,4,Police SUV,Scheduled
ROUTE001626,Kerala,Zone_44,AI Predicted,High-Risk Patrol,HIGH,55.04,101,2027-06-21,Morning,8,8.513522,76.947227,8.506096,76.943323,5,"[{""checkpoint"": 1, ""latitude"": 8.513522, ""longitude"": 76.947227}, {""checkpoint"": 2, ""latitude"": 8.524283, ""longitude"": 76.959474}, {""checkpoint"": 3, ""latitude"": 8.523806, ""longitude"": 76.945188}, {""checkpoint"": 4, ""latitude"": 8.511238, ""longitude"": 76.931325}, {""checkpoint"": 5, ""latitude"": 8.506096, ""longitude"": 76.943323}]",21.87,33,4,Police SUV,Scheduled
ROUTE001627,Kerala,Zone_22,AI Predicted,Crime Prevention Patrol,HIGH,55.2,100,2027-02-28,Morning,8,8.539174,76.949908,8.534226,76.965825,5,"[{""checkpoint"": 1, ""latitude"": 8.539174, ""longitude"": 76.949908}, {""checkpoint"": 2, ""latitude"": 8.538201, ""longitude"": 76.964305}, {""checkpoint"": 3, ""latitude"": 8.538803, ""longitude"": 76.978787}, {""checkpoint"": 4, ""latitude"": 8.544274, ""longitude"": 76.974187}, {""checkpoint"": 5, ""latitude"": 8.534226, ""longitude"": 76.965825}]",19.02,42,5,Police Jeep,Cancelled
ROUTE001628,Kerala,Zone_17,AI Predicted,High-Risk Patrol,HIGH,57.45,101,2027-06-24,Morning,6,8.525813,76.940231,8.535471,76.932246,4,"[{""checkpoint"": 1, ""latitude"": 8.525813, ""longitude"": 76.940231}, {""checkpoint"": 2, ""latitude"": 8.527816, ""longitude"": 76.929604}, {""checkpoint"": 3, ""latitude"": 8.535006, ""longitude"": 76.944284}, {""checkpoint"": 4, ""latitude"": 8.535471, ""longitude"": 76.932246}]",9.38,27,4,Police Jeep,Cancelled
ROUTE001629,Kerala,Zone_60,Historical,Crime Prevention Patrol,HIGH,68.53,110,2027-07-08,Night,22,8.536599,76.958301,8.564045,76.960163,7,"[{""checkpoint"": 1, ""latitude"": 8.536599, ""longitude"": 76.958301}, {""checkpoint"": 2, ""latitude"": 8.547571, ""longitude"": 76.948478}, {""checkpoint"": 3, ""latitude"": 8.557798, ""longitude"": 76.96251}, {""checkpoint"": 4, ""latitude"": 8.55496, ""longitude"": 76.952777}, {""checkpoint"": 5, ""latitude"": 8.553685, ""longitude"": 76.956377}, {""checkpoint"": 6, ""latitude"": 8.553225, ""longitude"": 76.962239}, {""checkpoint"": 7, ""latitude"": 8.564045, ""longitude"": 76.960163}]",16.22,24,4,Police SUV,In Progress
ROUTE001630,Kerala,Zone_17,AI Predicted,High-Risk Patrol,HIGH,57.45,101,2027-04-15,Night,22,8.531064,76.938915,8.501744,76.957641,8,"[{""checkpoint"": 1, ""latitude"": 8.531064, ""longitude"": 76.938915}, {""checkpoint"": 2, ""latitude"": 8.524243, ""longitude"": 76.946657}, {""checkpoint"": 3, ""latitude"": 8.510427, ""longitude"": 76.961402}, {""checkpoint"": 4, ""latitude"": 8.50739, ""longitude"": 76.962497}, {""checkpoint"": 5, ""latitude"": 8.496792, ""longitude"": 76.964245}, {""checkpoint"": 6, ""latitude"": 8.485075, ""longitude"": 76.954511}, {""checkpoint"": 7, ""latitude"": 8.498544, ""longitude"": 76.94656}, {""checkpoint"": 8, ""latitude"": 8.501744, ""longitude"": 76.957641}]",24.69,53,5,Police SUV,In Progress
ROUTE001631,Kerala,Zone_58,AI Predicted,Preventive Patrol,MEDIUM,49.82,97,2026-08-13,Night,22,8.516107,76.948085,8.509463,76.929234,4,"[{""checkpoint"": 1, ""latitude"": 8.516107, ""longitude"": 76.948085}, {""checkpoint"": 2, ""latitude"": 8.528822, ""longitude"": 76.946786}, {""checkpoint"": 3, ""latitude"": 8.517638, ""longitude"": 76.936274}, {""checkpoint"": 4, ""latitude"": 8.509463, ""longitude"": 76.929234}]",21.9,33,3,Police Motorcycle,Completed
ROUTE001632,Kerala,Zone_45,Historical,Preventive Patrol,MEDIUM,42.09,92,2026-10-08,Night,20,8.532067,76.941623,8.564191,76.961678,7,"[{""checkpoint"": 1, ""latitude"": 8.532067, ""longitude"": 76.941623}, {""checkpoint"": 2, ""latitude"": 8.542076, ""longitude"": 76.955776}, {""checkpoint"": 3, ""latitude"": 8.541598, ""longitude"": 76.957319}, {""checkpoint"": 4, ""latitude"": 8.553773, ""longitude"": 76.967915}, {""checkpoint"": 5, ""latitude"": 8.555576, ""longitude"": 76.980094}, {""checkpoint"": 6, ""latitude"": 8.564481, ""longitude"": 76.968606}, {""checkpoint"": 7, ""latitude"": 8.564191, ""longitude"": 76.961678}]",11.22,15,3,Police Car,Cancelled
ROUTE001633,Kerala,Zone_12,AI Predicted,Crime Prevention Patrol,HIGH,56.61,101,2027-07-06,Morning,6,8.515531,76.934737,8.531167,76.915419,8,"[{""checkpoint"": 1, ""latitude"": 8.515531, ""longitude"": 76.934737}, {""checkpoint"": 2, ""latitude"": 8.519164, ""longitude"": 76.927316}, {""checkpoint"": 3, ""latitude"": 8.51589, ""longitude"": 76.916461}, {""checkpoint"": 4, ""latitude"": 8.517644, ""longitude"": 76.923303}, {""checkpoint"": 5, ""latitude"": 8.531047, ""longitude"": 76.918648}, {""checkpoint"": 6, ""latitude"": 8.520125, ""longitude"": 76.908679}, {""checkpoint"": 7, ""latitude"": 8.51804, ""longitude"": 76.922424}, {""checkpoint"": 8, ""latitude"": 8.531167, ""longitude"": 76.915419}]",11.27,15,4,Police Jeep,In Progress
ROUTE001634,Kerala,Zone_31,AI Predicted,Crime Prevention Patrol,HIGH,63.83,106,2026-11-20,Night,22,8.476103,76.948268,8.506378,76.953831,5,"[{""checkpoint"": 1, ""latitude"": 8.476103, ""longitude"": 76.948268}, {""checkpoint"": 2, ""latitude"": 8.481789, ""longitude"": 76.950303}, {""checkpoint"": 3, ""latitude"": 8.494975, ""longitude"": 76.953037}, {""checkpoint"": 4, ""latitude"": 8.499816, ""longitude"": 76.956502}, {""checkpoint"": 5, ""latitude"": 8.506378, ""longitude"": 76.953831}]",20.79,28,5,Police Jeep,Completed
ROUTE001635,Kerala,Zone_20,AI Predicted,Routine Patrol,MEDIUM,46.16,92,2027-03-23,Evening,18,8.542239,76.932841,8.563712,76.929172,6,"[{""checkpoint"": 1, ""latitude"": 8.542239, ""longitude"": 76.932841}, {""checkpoint"": 2, ""latitude"": 8.534551, ""longitude"": 76.933143}, {""checkpoint"": 3, ""latitude"": 8.545467, ""longitude"": 76.933789}, {""checkpoint"": 4, ""latitude"": 8.55764, ""longitude"": 76.938915}, {""checkpoint"": 5, ""latitude"": 8.570556, ""longitude"": 76.939631}, {""checkpoint"": 6, ""latitude"": 8.563712, ""longitude"": 76.929172}]",7.42,14,4,Police Car,Scheduled
ROUTE001636,Kerala,Zone_33,AI Predicted,Crime Prevention Patrol,HIGH,62.87,105,2027-01-17,Night,22,8.53473,76.962203,8.488451,76.973503,6,"[{""checkpoint"": 1, ""latitude"": 8.53473, ""longitude"": 76.962203}, {""checkpoint"": 2, ""latitude"": 8.530298, ""longitude"": 76.97118}, {""checkpoint"": 3, ""latitude"": 8.516695, ""longitude"": 76.965298}, {""checkpoint"": 4, ""latitude"": 8.505224, ""longitude"": 76.963501}, {""checkpoint"": 5, ""latitude"": 8.49537, ""longitude"": 76.963055}, {""checkpoint"": 6, ""latitude"": 8.488451, ""longitude"": 76.973503}]",24.02,53,6,Police SUV,Cancelled
ROUTE001637,Kerala,Zone_47,Historical,Crime Prevention Patrol,HIGH,53.71,100,2026-08-06,Night,0,8.537634,76.917494,8.543484,76.9345,4,"[{""checkpoint"": 1, ""latitude"": 8.537634, ""longitude"": 76.917494}, {""checkpoint"": 2, ""latitude"": 8.530092, ""longitude"": 76.931331}, {""checkpoint"": 3, ""latitude"": 8.542518, ""longitude"": 76.932505}, {""checkpoint"": 4, ""latitude"": 8.543484, ""longitude"": 76.9345}]",24.27,35,6,Police SUV,Completed
